#SampleID	V_D0_P1	V_D0_P2	V_D0_P3	V_W10_P1	V_W10_P2	V_W10_P3	V_W17_P1	V_W17_P2	V_W17_P3	Taxa
#RatonA	V_D0_R1	V_D0_R2	V_D0_R3	V_W!0_R1	V_W10_R2	V_W10_R3	V_W!7_R1	V_W17_R2	V_W17_R3	Taxa
#RatonB	V_D0_R6	V_D0_R5	V_D0_R4	V_W10_R6	V_W10_R5	V_W10_R4	V_W17_R6	V_W17_R5	V_W17_R4	Taxa
scaffold_867	209.0713097	53.84066741	37.54897492	92.41632048	39.66641027	76.16059514	111.4425862	250.7651547	168.5051985	Desconocido
scaffold_2250	128.2096209	83.95445788	88.75683921	0	26.30319139	0	20.35294686	12.3718108	4.888037139	Desconocido
scaffold_3102	193.4404661	62.15640089	45.4748122	103.8767649	23.68599237	13.72913349	127.5787002	188.4187939	187.6212517	Desconocido
scaffold_2301	113.6492776	137.7909706	49.65613259	0	53.34423853	0	38.69703143	18.81800624	14.86978986	Desconocido
scaffold_1086	186.3271671	52.99285804	61.84527384	101.715354	40.58800758	60.49559332	138.8045693	283.4973549	317.0605556	Desconocido
scaffold_2600	202.9451386	58.42289787	40.64117995	85.09915528	21.16834862	24.53965866	81.64254647	203.986192	121.7021492	Desconocido
scaffold_4234	167.6226605	51.6578093	82.74805514	117.6910309	51.23221654	50.90704573	147.9518019	257.4966175	183.2736089	Desconocido
scaffold_4883	221.4609666	46.60621451	34.33478996	70.58694823	24.14286658	18.65860254	109.168996	143.6495218	193.2965859	Desconocido
scaffold_2255	30.59788243	239.1257314	32.67967701	0	28.72382075	0	7.640183129	11.14604985	4.893050511	Desconocido
scaffold_4115	221.9200015	37.70279569	42.90857937	31.50475566	17.95929539	33.31124116	87.8959121	143.09601	128.4919959	Desconocido
scaffold_2328	126.0534321	87.73042346	88.78600288	372.2182636	570.4461909	508.0346487	131.5441968	193.8062169	100.0938735	Desconocido
scaffold_1216	37.27540939	127.9609189	137.6571271	613.8469187	552.6734817	574.4763718	932.9438106	837.8737767	394.4703363	Desconocido
scaffold_4271	199.5906735	61.16951019	42.32056755	53.70645412	0	34.0715922	93.81098529	184.378445	202.7698618	Desconocido
scaffold_4699	210.306874	22.71563396	70.28533474	286.6976889	200.0408945	263.7291552	62.59813908	162.3514264	76.17122749	Desconocido
scaffold_1280	179.0692399	68.37869407	56.00969338	102.9771291	32.01935086	61.24603885	168.6317216	56.32600508	166.9058046	Desconocido
scaffold_5646	92.60012556	127.9905512	82.9757424	0	70.72152835	0	18.81105695	22.86910481	0	Desconocido
scaffold_3606	105.6917044	117.2095672	80.94059805	95.63286609	78.50238326	106.1722863	137.4644021	126.9259356	625.1754971	Desconocido
scaffold_2865	99.78237798	111.8857799	92.31738227	28.75607163	78.68355473	182.429684	14.94918433	36.34824605	80.4216008	Desconocido
scaffold_1545	49.40714981	111.1927205	143.4005862	742.3061571	524.0457037	584.462846	998.7993953	760.1148592	413.721344	Desconocido
scaffold_827	31.97939217	128.6556938	143.4517594	682.8671323	529.5654243	522.0280488	926.915194	784.0755247	393.980572	Desconocido
scaffold_4246	132.7469968	82.25164281	89.13295297	289.3316606	194.2551285	399.3981195	140.3849904	191.5294262	187.3075873	Desconocido
scaffold_5232	155.3565309	41.11386431	107.6927166	295.1991346	42.06958875	546.2202888	64.90196124	47.88598855	17.19954663	Desconocido
scaffold_2346	201.6092701	46.26261946	56.62799481	341.3499076	68.82221401	142.4695823	265.4350089	55.95524412	130.6359457	Desconocido
scaffold_1590	26.1159787	240.9257632	37.65533002	5.375934604	14.70985502	4.26314338	29.34480422	19.02680692	9.396738719	Desconocido
scaffold_2850	63.64996045	81.10292354	160.1260051	40.94452443	212.8647982	25.97537227	50.65948009	23.1861023	22.90176657	Desconocido
scaffold_816	206.4328804	57.78195176	41.1701999	97.52697288	16.67858402	67.67196071	116.6112688	234.2244609	248.3991186	Desconocido
scaffold_5941	183.3426713	69.46447537	52.6365943	146.9553695	45.69379218	105.9421387	162.863424	212.7733452	177.4718761	Desconocido
scaffold_4752	35.12898046	206.2606526	64.15758971	57.84997877	91.01761767	123.863381	67.36575205	57.32884197	32.35760405	Desconocido
scaffold_3566	221.1382747	37.56998529	47.05226254	75.86829738	35.68021514	45.12295818	158.7501567	187.9621101	265.2244196	Desconocido
scaffold_4326	58.03816404	121.0129525	126.7914249	309.5376719	230.3163502	271.3033572	124.4988059	540.0785264	455.6203022	Desconocido
scaffold_385	45.41151922	130.8816368	129.913908	708.8818368	355.5050064	550.674503	1098.677399	739.6766998	421.712883	Desconocido
scaffold_3426	73.93540364	107.3407746	125.17868	189.090642	116.7299576	21.94387862	82.23718576	44.07191053	45.14372387	Desconocido
scaffold_3128	197.4712015	43.05766871	65.97879995	95.6450525	71.37489705	48.2662799	61.7007462	126.1727635	85.11008534	Desconocido
scaffold_5021	75.40160587	32.51833427	198.6190999	895.4599732	796.313272	676.9660955	269.3782853	289.4592416	141.9113075	Desconocido
scaffold_2798	103.4634104	88.39109649	114.8439526	109.5314714	88.80134833	96.51001312	103.337792	83.2750851	476.5051567	Desconocido
scaffold_1740	89.79696007	78.6633991	138.240221	11.55285502	55.31995107	0	31.5309145	11.24433953	0	Desconocido
scaffold_3630	27.97274765	7.128587663	271.6842874	0	6.564867611	38.05200236	0	0	13.41975878	Desconocido
scaffold_1578	197.2845199	39.1589241	70.40958695	193.0014377	47.67556184	144.5482781	202.8978116	43.6413135	168.6761667	Desconocido
scaffold_1655	195.9370797	44.61340359	66.34014261	263.3449013	30.34000973	81.33528548	176.5327709	93.20449297	125.9789056	Desconocido
scaffold_2697	84.82111442	167.0315772	55.59061078	0	81.4356651	0	25.9930627	11.23571954	0	Desconocido
scaffold_1476	216.2758111	19.11531521	72.10111653	259.9147292	133.7881147	248.9690205	104.8850333	224.9667866	100.7582719	Desconocido
scaffold_1964	103.5389989	97.00707832	107.0261298	25.07452456	227.2704696	39.76845006	54.74821167	62.12160689	26.29705603	Desconocido
scaffold_3495	215.4657589	48.55146192	43.6027165	28.01261031	12.77487751	22.21414192	93.44390929	211.5067505	195.855939	Desconocido
scaffold_4789	238.5844254	40.29412924	28.83654421	296.4170824	55.66157768	115.2256119	152.2830368	47.31216504	12.19094782	Desconocido
scaffold_4682	38.89923583	101.9633025	166.9252152	600.5511522	582.9635455	662.2005293	786.7531412	781.3757775	287.9230057	Desconocido
scaffold_3018	92.01952061	2.107891798	213.6767714	204.3190516	99.00131605	729.1171946	96.03848412	48.20915719	17.85673455	Desconocido
scaffold_1213	77.81408905	166.4617729	63.86759078	0	67.903891	7.156217207	31.19730919	9.581659651	6.309438582	Desconocido
scaffold_2468	142.2416497	44.04932822	122.2325983	296.5086364	91.27341193	725.9726777	98.45917693	70.83584099	67.37579057	Desconocido
scaffold_4053	183.0318875	36.02841411	89.48488289	405.3507918	341.2731178	568.7107948	194.7868471	182.0889332	79.93597369	Desconocido
scaffold_4692	233.7873469	21.27802615	53.5057684	103.1245088	74.46246562	68.14854831	116.7517489	210.8796445	72.10162591	Desconocido
scaffold_3849	204.6005226	28.38417191	75.64187474	109.6529656	92.05680316	79.05032484	87.06125406	255.7865105	167.2715587	Desconocido
scaffold_4780	170.53029	70.39480317	67.73529992	243.6930356	107.1647649	216.255742	143.5782714	277.2295563	105.475196	Desconocido
scaffold_4085	79.88926839	177.0911345	51.80428906	10.44132364	35.71247798	0	0	0	7.300266638	Desconocido
scaffold_1089	214.4548317	33.6318562	60.7026271	186.7681616	140.8271305	180.0859834	90.36328569	172.0155024	83.09815175	Desconocido
scaffold_5243	137.6789593	68.64685095	102.4928358	0	33.71644873	0	26.90448235	26.16679875	8.615303382	Desconocido
scaffold_3098	221.614891	48.17895274	39.1216428	95.12985419	5.915869292	27.43216596	122.7367822	179.0572647	145.1170874	Desconocido
scaffold_842	89.31886761	126.4067832	93.25409793	160.6557095	78.14983277	168.4521579	160.4488426	290.6186096	173.4808817	Desconocido
scaffold_934	27.57712643	197.2460042	84.49443319	81.36617161	93.19708895	69.02544588	45.44701279	47.54947316	13.22996186	Desconocido
scaffold_2024	29.61704271	231.9900214	47.76031446	12.83499647	17.55982458	15.26732585	14.01209227	15.89921681	8.973852335	Desconocido
scaffold_806	163.7807395	51.50185015	94.09468159	273.8722188	53.35778971	395.8761549	52.35461448	29.44720398	58.17217424	Desconocido
scaffold_2145	129.7012764	92.88348472	86.79780483	141.943046	110.9686983	117.9216287	129.133853	151.9079437	366.2517377	Desconocido
scaffold_4811	198.1502491	43.28288495	68.02451982	128.1937745	55.8041778	120.1416423	190.8414659	206.2320639	130.3699197	Desconocido
scaffold_5141	50.11213885	202.8271785	56.66996013	0	0	0	8.832581652	30.06641578	8.485058689	Desconocido
scaffold_4886	17.15275858	14.57072252	278.2317261	47.07825784	16.10218498	37.33329701	12.84894963	62.48324626	0	Desconocido
scaffold_2935	169.1312831	35.1006168	105.8682249	183.4584906	85.56591882	175.2415038	162.3509736	177.0835907	69.9647919	Desconocido
scaffold_1602	186.6365681	49.57223252	74.22413753	194.7998254	44.41827951	90.11172835	149.6530716	271.9482954	228.8888319	Desconocido
scaffold_1666	193.7907585	74.59661889	42.33594706	100.4262387	26.71573679	44.24362008	128.9241859	225.108284	189.1906182	Desconocido
scaffold_5918	6.474161321	168.2875763	136.1320774	13.32696288	9.116447014	301.1979492	19.39890248	42.4507758	9.317820796	Desconocido
scaffold_2822	241.5061289	24.21463519	45.1919242	252.6432426	183.9731129	313.4466942	174.9782162	236.5221288	62.67896892	Desconocido
scaffold_5683	185.9928342	53.02204861	71.96754833	155.7410555	8.878023531	10.29195385	129.8794802	204.4060814	195.0938114	Desconocido
scaffold_921	110.8420607	85.08985153	115.6430878	56.33745696	183.6988536	23.82714071	61.50415757	50.51280791	14.44281457	Desconocido
scaffold_790	41.24196167	119.7516722	150.6640098	758.060829	703.9267369	587.5454884	1008.577147	787.2881176	464.0619037	Desconocido
scaffold_1320	22.60861372	261.1920504	27.86173932	35.79960648	55.50860777	174.1208519	22.58116385	48.99219767	6.674675408	Desconocido
scaffold_2070	218.1814059	45.28990687	48.61766812	45.72889897	13.40628302	41.44371267	103.4112867	166.470443	264.9133618	Desconocido
scaffold_3205	203.6890082	39.3409508	69.55793153	105.9260801	21.13411779	41.99995914	179.8852949	263.9917154	249.9538577	Desconocido
scaffold_1287	210.7161132	48.44582757	53.66404898	124.9405648	41.92715241	50.47395331	145.8352454	211.0863014	164.8203229	Desconocido
scaffold_2363	31.58595592	212.8613635	68.52417054	14.4487136	4.941896105	5.728951546	15.77380318	35.79638385	0	Desconocido
scaffold_629	198.4396565	60.94152452	53.65836797	99.34118529	40.57036829	65.84435141	150.5375066	216.2039802	245.6891888	Desconocido
scaffold_3724	110.0584311	79.61825649	123.7082114	29.23272401	183.3053537	46.36339652	95.7409596	37.93609732	13.62577436	Desconocido
scaffold_3065	2.091997852	205.786512	105.5721658	0	53.02440876	266.366418	28.20768148	36.57902129	0	Desconocido
scaffold_5594	174.7079091	62.01368072	76.84529931	70.64231054	35.1444395	40.74160742	11.68498596	54.55007927	62.86130774	Desconocido
scaffold_782	52.23375377	142.4094968	119.5448415	742.4165015	534.7099447	595.5071745	945.89786	856.5377812	449.8656932	Desconocido
scaffold_6031	213.0104684	50.1080161	51.18819897	67.45827974	9.229107012	32.09685459	88.37384341	124.1510908	122.6286015	Desconocido
scaffold_3123	228.0224359	63.48983521	22.83154186	95.6145923	50.54111772	62.03688232	148.6672577	201.5044894	109.3924031	Desconocido
scaffold_4730	181.7461736	94.05767037	38.63568942	287.7859551	157.490371	123.2364891	238.7758624	224.0805748	233.4053196	Desconocido
scaffold_5339	24.19540581	225.0578379	65.41153415	62.25734485	119.2457887	39.49631194	36.24904404	35.25514552	17.41140236	Desconocido
scaffold_4698	30.64073661	225.7366125	58.57111228	0	7.84474096	0	20.86604636	32.47028528	0	Desconocido
scaffold_4474	157.7820015	0	157.1745552	0	0	132.0828658	0	21.61493258	31.05434824	Desconocido
scaffold_2826	236.9109368	42.43897225	35.73118094	155.0773863	22.33311422	38.83489045	166.3293456	262.8743416	154.0784147	Desconocido
scaffold_5681	195.450097	28.92111742	90.90637684	356.9065856	253.0236706	247.0068924	170.0240468	252.6367299	49.90771919	Desconocido
scaffold_1587	224.4647805	75.16169535	15.68045526	631.2992811	209.4916454	134.2097119	409.607062	232.94074	193.458503	Desconocido
scaffold_1325	204.6298229	63.40717451	47.49786447	191.4669939	32.74374515	70.22336205	155.0279179	188.8951159	239.2892204	Desconocido
scaffold_3924	108.2775844	146.7472957	60.61479623	0	51.97796071	0	33.18119622	17.92856324	7.083480695	Desconocido
scaffold_6057	233.2494671	33.48811251	49.34137308	229.926432	171.1615186	203.7837462	88.59280734	198.6552327	75.65073138	Desconocido
scaffold_5709	117.0291146	117.6829152	81.70893717	683.6426761	383.029957	800.2902519	289.0584552	175.1319538	91.04435587	Desconocido
scaffold_3944	102.5441519	107.0483775	106.8819104	116.9871896	153.0937893	96.80497477	55.52872569	138.6159262	241.8257539	Desconocido
scaffold_5451	119.5893185	9.377291079	187.9043639	353.4788897	155.4434333	1066.181201	82.69208382	53.61652103	8.826501846	Desconocido
scaffold_961	211.6411419	27.326927	77.98401215	191.6904355	111.2599754	159.6888344	88.78135617	204.2177314	70.39661206	Desconocido
scaffold_759	63.94139128	84.27656494	168.8264276	526.4895365	732.9179842	618.2854287	801.7545657	691.3499816	304.801156	Desconocido
scaffold_2465	27.89302076	196.2799724	92.97607617	18.52172909	81.08787616	29.37565003	60.66106312	61.61994625	15.5398184	Desconocido
scaffold_1929	208.6324597	60.65373634	47.96416466	31.00842988	8.484655072	14.75390521	98.17140558	205.2264424	169.1054266	Desconocido
scaffold_3118	139.2583446	117.2201178	60.84535662	0	0	0	41.09455598	12.29778469	0	Desconocido
scaffold_3448	172.1520371	47.02544896	98.69212538	9.26463679	44.36299538	0	30.34288615	19.67395086	0	Desconocido
scaffold_191	50.16862614	139.3976915	128.3374353	766.2068346	498.4948447	580.5278131	1022.561066	804.9924893	381.401731	Desconocido
scaffold_4075	105.0901297	152.2980004	60.85310367	72.97759354	85.57899229	41.33685818	22.76295967	112.5390569	102.0475775	Desconocido
scaffold_5366	115.4019997	148.5933362	54.73434221	0	85.52672233	0	13.6494339	13.27518535	0	Desconocido
scaffold_5713	41.13796444	190.3179786	87.45128364	91.19586629	62.38347704	30.9937646	54.52063856	32.2765485	18.21756276	Desconocido
scaffold_5478	138.3716854	95.6011056	84.97701262	75.95627082	160.2059112	100.3895127	99.04597331	161.2971964	668.2554373	Desconocido
scaffold_5226	188.1356284	39.57329475	91.4975754	12.29442342	0	29.24862019	53.68777334	113.1340796	214.8974886	Desconocido
scaffold_3645	135.6308251	72.70405068	110.9855433	9.627379183	19.75712538	15.26912095	31.5309145	6.814751232	0	Desconocido
scaffold_1474	93.61995659	171.778695	53.99438255	0	52.73154816	4.075311418	20.57138368	3.637699067	10.77926774	Desconocido
scaffold_3919	229.8339272	27.56281503	62.0241367	121.4399109	89.99491484	144.4536971	116.0050052	111.0334468	35.37800703	Desconocido
scaffold_1756	233.3451866	43.83581108	42.35256949	121.8983453	31.7660289	50.6345743	166.8751185	268.1025602	162.3385537	Desconocido
scaffold_2149	160.352336	48.61799356	110.6617691	6.770930286	16.21103751	0	49.27927595	26.36045859	14.20210642	Desconocido
scaffold_5701	15.79966919	190.0458366	113.9037837	91.06546229	106.790182	41.26592744	52.07560474	41.43907952	18.19151286	Desconocido
scaffold_4829	210.0111508	72.32342791	37.50958218	280.4139039	71.93251343	83.3886175	246.605226	62.02853085	175.6345399	Desconocido
scaffold_1900	221.0839585	32.62853666	66.18680373	199.2011339	121.5908424	272.1901686	132.7123658	190.8987354	68.56643877	Desconocido
scaffold_1855	28.60089674	232.4897393	59.03760787	54.34570351	185.8787073	23.94245458	73.61282639	51.29155684	31.66409899	Desconocido
scaffold_2858	221.2504728	48.76416912	50.29437663	82.06139502	33.6809684	91.10514287	153.7914193	246.8708175	157.7810184	Desconocido
scaffold_5338	193.4749824	61.63156502	65.38170673	99.56632917	34.05468944	78.95660353	185.6916374	226.8515086	200.1398225	Desconocido
scaffold_2055	61.53072502	88.45420293	170.6117121	418.95252	1048.604023	651.5857535	167.8222044	502.3061178	177.1139892	Desconocido
scaffold_3734	45.06664854	4.835707409	270.747324	0	0	7.743820731	0	3.456139489	0	Desconocido
scaffold_3745	64.15685025	48.44373551	208.4207895	0	26.76771826	0	14.23976784	8.655833218	6.839748025	Desconocido
scaffold_5239	148.0208791	76.20547028	97.01088151	246.2211997	84.21508113	429.5602496	89.60070426	21.7859943	51.64518807	Desconocido
scaffold_5272	209.9854676	70.33109746	41.45032561	61.75027145	33.79273029	19.58731126	152.8036626	229.4774969	120.8871303	Desconocido
scaffold_4834	2.839203937	180.8860039	138.1626066	11.68891648	39.97962202	324.4279499	63.8045272	35.16455414	0	Desconocido
scaffold_1045	223.2824678	50.40929847	48.61508235	156.2925798	16.88108814	89.69400556	155.658945	80.06254414	120.7778291	Desconocido
scaffold_4993	241.4159135	41.26062602	39.94994314	208.3028128	40.7119134	66.0740744	179.7592149	227.4902456	158.1225656	Desconocido
scaffold_2073	65.16691175	87.49140725	169.9699696	687.0846555	696.0585428	814.6978408	1081.092324	861.5407509	306.5341881	Desconocido
scaffold_3483	218.3449574	55.35482133	48.93586446	65.20660064	41.41916132	96.03130589	98.30542797	191.2200589	78.15520952	Desconocido
scaffold_1858	200.0039047	68.95817453	53.89373863	160.4438619	70.40776825	177.6457899	124.4834629	64.2851145	40.21462321	Desconocido
scaffold_4647	92.73053443	135.4401891	94.78982514	96.86670975	93.54730765	94.89009557	209.4271492	205.7016298	434.2454639	Desconocido
scaffold_3821	245.8063256	9.826101206	68.04553793	248.033624	210.3907627	180.9565669	131.7799671	240.5321069	58.96205904	Desconocido
scaffold_5565	231.5521889	38.0191342	54.15013287	102.3670698	26.25947044	60.88320378	111.75514	228.703914	174.4568642	Desconocido
scaffold_3532	170.1932525	46.57409445	107.0507166	442.0400204	90.07125045	1152.306942	109.5215776	66.57415487	52.60619432	Desconocido
scaffold_979	207.1731623	21.94757143	94.85679558	319.1084322	149.5686827	265.5511273	141.2132577	202.1776749	50.95750496	Desconocido
scaffold_3637	140.0114296	60.65697929	123.3683688	134.4986553	279.3014953	182.8424831	0	44.2023331	80.60357758	Desconocido
scaffold_1094	39.32603268	212.0415426	72.74301738	70.30045734	77.23506281	23.65092922	62.79357505	51.27020537	11.91563971	Desconocido
scaffold_5121	25.00048808	203.8763421	95.41842249	72.65382427	99.39920223	28.80742539	44.06494263	89.99916029	4.233118232	Desconocido
scaffold_3230	163.7455738	26.35515543	134.6164791	350.3730872	87.98245386	858.162311	74.24162352	42.38179502	43.41250534	Desconocido
scaffold_5618	164.4076111	60.65192299	99.71199276	0	26.45793597	0	37.53325675	0	0	Desconocido
scaffold_666	225.070138	24.98719736	74.97102372	284.4041074	101.4586498	255.8475942	186.4033475	277.0797677	83.38744904	Desconocido
scaffold_4658	221.7237857	15.5386522	88.24844844	342.3112874	156.1077215	257.8818561	161.9386641	129.2295635	31.91119898	Desconocido
scaffold_2961	247.5381853	29.07517377	48.95925796	117.4279901	40.16391653	86.46949178	195.3482595	222.64697	146.6110709	Desconocido
scaffold_1490	156.9196457	95.97473638	73.15566306	2.584133685	12.37392392	0	37.61498984	5.487545846	3.613500661	Desconocido
scaffold_3711	196.1682421	67.45854935	62.4758531	145.9551871	59.90529461	54.01349469	129.2430265	225.5700879	268.7252874	Desconocido
scaffold_6137	221.5357905	57.29891211	47.67484052	381.1577853	97.7755993	194.3100354	210.5337246	289.0746096	142.7648154	Desconocido
scaffold_1859	225.1542292	55.50329431	45.97279756	175.6969988	58.02148031	91.28426191	175.2747894	258.3838268	226.6226391	Desconocido
scaffold_156	47.8056141	161.1732867	117.7864411	629.4993161	417.5189489	573.2860865	1398.70659	849.9853355	532.2222113	Desconocido
scaffold_5183	192.9781359	66.58030645	67.77776719	97.78278543	41.80582957	19.38556108	128.9901048	214.1359331	235.0110467	Desconocido
scaffold_3861	29.13017002	272.1966757	26.25083905	54.96701205	105.9657613	158.5058875	40.00535289	38.90846158	0	Desconocido
scaffold_5514	44.77333363	192.0037109	90.89843788	12.71244526	0	20.16206702	18.50440255	24.74592655	8.888168137	Desconocido
scaffold_1187	183.6737293	83.15214038	61.01475712	231.3018643	115.6255496	165.7866705	299.4563303	135.3898711	59.08980489	Desconocido
scaffold_923	63.93881007	103.3517529	160.7840784	665.6063291	671.3965541	770.8691866	1004.445128	879.7465452	344.4281491	Desconocido
scaffold_2435	197.2971457	36.4012987	94.39524263	330.7872069	201.1363694	268.1451741	176.5493435	214.6357566	56.53430296	Desconocido
scaffold_3150	217.3098728	49.70634007	61.13722753	113.4688391	53.73660101	76.13807751	117.5224843	185.3516445	146.4629126	Desconocido
scaffold_3240	86.43469613	77.09469969	164.8696629	551.565984	760.6944054	768.9679611	275.1760873	253.4624331	136.8395482	Desconocido
scaffold_3691	62.43171344	110.4703095	155.6900923	698.3442213	646.898415	699.9296673	1166.526184	883.9469765	393.3219707	Desconocido
scaffold_3513	244.5695533	26.66982248	57.40531801	74.93100888	25.62866642	59.42066971	163.6058433	240.3374968	176.8147628	Desconocido
scaffold_2269	230.5481868	36.55742483	61.55851059	147.6470942	33.66650809	50.17924021	158.629253	261.2804061	194.1716721	Desconocido
scaffold_3172	161.8519533	67.29679866	99.79478945	8.767626079	35.98551266	0	38.28681555	15.51543506	0	Desconocido
scaffold_793	224.9353332	56.15277261	48.13700377	158.0645246	47.01116325	95.3719329	196.3189446	308.2949959	194.6008632	Desconocido
scaffold_4306	175.9125782	77.61549783	75.71331108	194.5683801	40.66837987	351.4467868	62.93695409	43.99562912	37.78791483	Desconocido
scaffold_1183	234.8029978	51.72143819	42.80526818	113.3345236	42.5642027	128.6443953	160.9278111	283.1434256	197.3235562	Desconocido
scaffold_3237	49.68375609	206.9868699	72.67474603	0	18.25071699	0	16.18155436	28.32818144	0	Desconocido
scaffold_5066	178.0722205	65.46623703	85.93524708	12.01832672	0	9.530593986	26.2410517	12.76077922	0	Desconocido
scaffold_3870	85.1188341	184.6895203	59.90325057	0	47.94328114	0	25.50464654	14.17448257	0	Desconocido
scaffold_4061	27.80211709	247.3345429	54.66339415	0	21.3539651	0	7.573189529	20.25524373	0	Desconocido
scaffold_6019	129.1893819	118.3549527	82.5254547	67.32516029	55.26536799	80.08378987	146.9990834	152.4998105	160.04403	Desconocido
scaffold_2658	53.47944494	126.5524551	150.3173345	613.3397749	591.6891914	766.9862892	1054.459731	847.4337528	296.8817164	Desconocido
scaffold_2807	47.4103065	149.0121221	134.1062058	646.5562541	439.5018461	638.4844801	1105.390619	854.8847532	497.5427553	Desconocido
scaffold_6160	91.11063608	140.1563697	99.52113031	0	111.9669175	10.81658118	0	4.827541165	9.536680155	Desconocido
scaffold_1152	215.8801511	53.11792655	62.6111473	120.4001523	26.95449974	52.07887137	137.8149812	144.8831525	179.0743462	Desconocido
scaffold_485	43.42627776	118.4612243	169.7638217	807.0491009	590.8271829	630.0097201	1100.985703	849.3305755	490.3207687	Desconocido
scaffold_5336	217.6593552	30.81578251	83.54329194	186.6868672	42.5683618	69.08702809	194.749766	66.07325493	130.5259712	Desconocido
scaffold_5411	112.9861926	77.82014169	141.2613284	201.1505849	85.99946331	59.81753738	180.7109183	124.5865852	237.3275996	Desconocido
scaffold_4010	202.7918567	96.97894334	33.09002416	103.072583	14.10157363	57.21595642	123.7778913	21.8880133	144.1306419	Desconocido
scaffold_1055	232.9597429	62.06026363	38.08722602	80.78712654	17.00408332	18.06950276	122.1176812	202.3478388	154.9688812	Desconocido
scaffold_3998	222.4007411	68.77622684	42.03520459	77.15874477	21.11249546	24.47491023	127.2883884	202.0825473	165.4378556	Desconocido
scaffold_5194	229.0151063	66.69978658	37.52335053	257.1404305	41.88085125	116.5220939	184.9205383	227.5214304	94.17311211	Desconocido
scaffold_2589	83.26688769	83.92538769	166.3730381	23.11060117	155.4556203	12.21788255	61.67350762	29.99125278	21.54433756	Desconocido
scaffold_2044	216.5901242	62.39539372	54.68855749	126.0003763	75.14162388	87.10881677	174.0022768	277.8596234	266.5461464	Desconocido
scaffold_1935	108.9041674	160.3517488	64.51775727	0	104.3638707	4.938165399	15.86257506	8.815797282	17.41537485	Desconocido
scaffold_5334	211.613262	46.22367376	76.27865786	174.241076	51.08203416	98.69575441	185.6916374	323.7589492	100.0699113	Desconocido
scaffold_4925	129.2028383	98.04663793	106.9449153	0	8.085960799	0	30.11072606	33.46872195	0	Desconocido
scaffold_4810	196.7348902	38.95459646	98.63555373	0	23.9160762	0	25.44552878	16.49856511	8.148119979	Desconocido
scaffold_2105	82.22436791	155.3068226	96.85884327	19.91266049	52.21560313	68.42697623	31.40055809	18.79359897	48.72821459	Desconocido
scaffold_3396	159.9621199	114.3679644	60.06286983	109.7598659	100.109831	79.78678565	68.23420925	111.6846148	63.95072718	Desconocido
scaffold_5211	228.0395239	45.57936896	60.88867428	98.17848915	16.79000313	34.06201722	142.9099003	39.09136189	223.0914217	Desconocido
scaffold_1092	22.75704575	249.3748808	62.76586038	76.65550939	84.48182573	23.63985842	51.14118524	39.18827534	20.84260867	Desconocido
scaffold_1559	55.54759768	112.5877912	166.8569099	819.0213323	776.7241279	731.7284385	1317.008575	898.7932509	457.3648344	Desconocido
scaffold_3640	270.879457	33.32533126	30.86381965	76.91051774	32.88214774	45.7428227	185.4204359	151.4145788	161.3207213	Desconocido
scaffold_3827	231.5154436	68.83275042	34.77193716	69.49994175	47.54215511	31.49360341	115.6171765	238.9501169	218.6654257	Desconocido
scaffold_3093	213.0774006	49.21840576	73.1489762	263.6020929	85.72577915	257.0136828	72.33738935	56.58908569	66.46987552	Desconocido
scaffold_2531	210.0521668	72.31217135	53.13399402	322.3954556	114.1608218	129.3345045	208.4168911	162.4303911	145.8531593	Desconocido
scaffold_5307	221.4869444	49.14837167	65.17367403	148.8742908	33.94633361	78.70537797	234.7619907	355.660318	268.8953667	Desconocido
scaffold_2002	274.3631527	9.453813622	52.00251704	197.2726089	330.836266	216.9948926	30.10470853	66.44144118	31.14485403	Desconocido
scaffold_2247	47.51142908	108.9705067	179.4161945	667.1463292	728.7557542	803.2702705	1005.426198	928.4095615	232.0034827	Desconocido
scaffold_3395	198.7751882	66.78662733	70.71701463	224.0179865	28.14645752	119.6400846	189.6608274	90.6122199	127.8586063	Desconocido
scaffold_6092	0	253.4632555	83.09940222	0	83.47459084	370.9474782	29.60428634	19.19505191	18.95965921	Desconocido
scaffold_1296	188.7250053	66.27693324	81.5786504	194.2437805	71.29849621	71.3826766	213.781899	284.2136301	175.5586774	Desconocido
scaffold_1980	165.8914251	107.5404004	63.37999512	37.76792433	55.97700307	67.38784957	57.26613277	152.606971	39.60933416	Desconocido
scaffold_4290	0	173.484823	163.591985	0	66.36427779	354.7492599	50.99490319	43.87399823	0	Desconocido
scaffold_1706	238.7904698	37.9894503	60.53445792	298.3375076	104.9558722	175.7474867	139.5848573	246.3749655	67.54304577	Desconocido
scaffold_3236	233.2216446	62.73621546	41.51489913	71.12343969	36.48954427	31.72570203	129.410268	210.8188799	273.5008038	Desconocido
scaffold_4822	62.382338	2.890462406	272.5636021	0	7.985664451	0	0	0	0	Desconocido
scaffold_3025	75.57097237	187.8367265	74.63152346	0	43.73161341	6.75951872	0	0	0	Desconocido
scaffold_2800	241.558238	35.17646321	61.6024548	202.9567221	55.53385927	157.7267948	255.5439003	331.861865	181.6337608	Desconocido
scaffold_1808	126.8811712	79.36638965	132.5301984	29.67988254	249.7248226	37.65807559	59.40333773	61.97636825	33.20208263	Desconocido
